Year,State,District,Agro-Climatic Zone,Crop,Season,Area (ha),Rainfall (mm),Irrigation (%),Soil Type,Fertilizer Use (kg/ha),Production (tonnes),crop_yield
2013,Punjab,District_90,Lower Gangetic Plains,Sugarcane,Rabi,6401,625.47,93.38,Alluvial,155.21,17233,2.69
2020,Karnataka,District_25,Northern Hill Zone,Sugarcane,Kharif,48307,1475.54,35.59,Red,74.07,155670,3.22
2014,Gujarat,District_14,Western Plateau,Sugarcane,Rabi,101201,1293.94,89.77,Sandy,245.49,414781,4.1
2006,Gujarat,District_37,Western Plateau,Wheat,Kharif,42755,646.73,78.77,Red,181.57,72983,1.71
2006,Tamil Nadu,District_50,Central Plateau and Hills,Wheat,Zaid,131758,1954.01,60.43,Clay,182.35,216253,1.64
2007,Rajasthan,District_92,Lower Gangetic Plains,Sugarcane,Zaid,100520,1686.51,78.95,Laterite,177.93,356503,3.55
2009,Andhra Pradesh,District_72,Trans-Gangetic Plains,Wheat,Zaid,91856,1607.03,26.01,Red,117.39,318565,3.47
2018,Karnataka,District_42,Eastern Plateau and Hills,Sugarcane,Rabi,42544,1961.3,94.73,Black,133.02,139571,3.28
2018,Punjab,District_75,Cauvery Delta Zone,Cotton,Kharif,102118,1980.05,68.33,Alluvial,267.34,194354,1.9
2001,Punjab,District_54,Northern Hill Zone,Cotton,Kharif,137324,1110.19,21.49,Sandy,215.12,413729,3.01
2014,West Bengal,District_35,Northern Hill Zone,Wheat,Rabi,113656,1159.96,50.63,Laterite,291.33,490003,4.31
2000,Tamil Nadu,District_31,Western Dry Region,Cotton,Kharif,123235,1743.59,52.89,Black,196.16,306865,2.49
2009,Punjab,District_98,Northern Hill Zone,Cotton,Rabi,20806,1376.76,90.05,Alluvial,210.2,62204,2.99
2005,Rajasthan,District_46,Western Dry Region,Maize,Kharif,39870,433.86,78.16,Laterite,236.03,154516,3.88
2012,Karnataka,District_100,Eastern Plateau and Hills,Maize,Rabi,86633,1474.86,26.8,Sandy,131.51,302056,3.49
2009,Uttar Pradesh,District_17,Central Plateau and Hills,Sugarcane,Kharif,17870,1104.03,21.88,Alluvial,199.62,65239,3.65
2011,Tamil Nadu,District_85,East Coast Plains & Hills,Rice,Zaid,53221,400.73,22.91,Sandy,256.32,156955,2.95
2005,West Bengal,District_90,Lower Gangetic Plains,Rice,Kharif,44913,1853.89,22.63,Laterite,155.99,79671,1.77
2005,Bihar,District_92,Northern Hill Zone,Maize,Rabi,82114,696.73,46.1,Clay,293.17,135136,1.65
2000,Karnataka,District_53,Upper Gangetic Plains,Sugarcane,Kharif,39287,1919.25,40.42,Black,151.26,111658,2.84
2011,Gujarat,District_22,Western Plateau,Maize,Kharif,64935,1153.76,84.05,Laterite,145.5,247096,3.81
2009,Gujarat,District_58,Western Plateau,Cotton,Kharif,87199,1396.03,74.93,Laterite,209.62,370705,4.25
2013,Punjab,District_41,Cauvery Delta Zone,Sugarcane,Rabi,123549,747.57,32.6,Clay,168.12,458378,3.71
2014,Maharashtra,District_3,Trans-Gangetic Plains,Sugarcane,Rabi,61144,1976.45,66.21,Alluvial,298.89,101538,1.66
2003,Maharashtra,District_92,Central Plateau and Hills,Rice,Kharif,119398,379.66,95.3,Sandy,82.48,340646,2.85
2000,Gujarat,District_63,Northern Hill Zone,Rice,Rabi,25714,1765.49,67.41,Black,79.05,73893,2.87
2007,Tamil Nadu,District_100,East Coast Plains & Hills,Rice,Rabi,6924,413.76,56.39,Sandy,56.62,15400,2.22
2002,Rajasthan,District_66,Upper Gangetic Plains,Wheat,Zaid,47727,1842.21,84.49,Laterite,286.61,98402,2.06
2013,Gujarat,District_46,Lower Gangetic Plains,Cotton,Kharif,126186,1844.79,86.77,Black,198.02,444220,3.52
2016,Andhra Pradesh,District_84,Lower Gangetic Plains,Cotton,Zaid,139224,925.37,50.46,Laterite,254.25,616495,4.43
2001,Punjab,District_100,Cauvery Delta Zone,Cotton,Rabi,93367,1319.92,34.23,Clay,261.68,221746,2.37
2014,Tamil Nadu,District_8,Trans-Gangetic Plains,Cotton,Kharif,149818,1751.93,85.92,Black,218.17,668170,4.46
2005,Bihar,District_39,East Coast Plains & Hills,Cotton,Rabi,122286,838.35,82.07,Black,120.48,273249,2.23
2004,Tamil Nadu,District_25,Northern Hill Zone,Cotton,Zaid,53544,520.4,74.72,Red,296.83,103594,1.93
2013,Tamil Nadu,District_79,Lower Gangetic Plains,Wheat,Zaid,125990,1857.41,56.24,Alluvial,124.4,509031,4.04
2018,West Bengal,District_94,Cauvery Delta Zone,Sugarcane,Zaid,95512,426.29,33.65,Sandy,168.27,365305,3.82
2008,Gujarat,District_47,Eastern Plateau and Hills,Rice,Rabi,90133,524,82.16,Alluvial,232.78,353285,3.92
2007,Uttar Pradesh,District_34,Cauvery Delta Zone,Rice,Kharif,33824,601.42,36.88,Laterite,59.46,151978,4.49
2002,Bihar,District_68,Western Dry Region,Rice,Kharif,42065,1350.68,40.4,Clay,66.62,152253,3.62
2017,Maharashtra,District_57,Western Plateau,Cotton,Zaid,138136,841.65,33.05,Clay,294.97,326894,2.37
2007,Uttar Pradesh,District_86,Upper Gangetic Plains,Rice,Kharif,81891,1247.69,90.6,Clay,151.91,302317,3.69
2015,Uttar Pradesh,District_25,Lower Gangetic Plains,Wheat,Kharif,81762,1625.06,59,Clay,236.5,365009,4.46
2014,Uttar Pradesh,District_73,Trans-Gangetic Plains,Cotton,Zaid,142809,1327.17,29.66,Black,122.77,585365,4.1
2020,Punjab,District_87,Trans-Gangetic Plains,Cotton,Kharif,144999,1848.2,81.1,Black,73.67,296441,2.04
2014,Uttar Pradesh,District_62,Western Plateau,Wheat,Zaid,31848,470.78,64.15,Black,299.19,65903,2.07
2015,Uttar Pradesh,District_39,Lower Gangetic Plains,Sugarcane,Rabi,114408,1872.29,80.77,Sandy,149.98,345638,3.02
2000,Bihar,District_76,Central Plateau and Hills,Wheat,Rabi,116920,1125.74,73.12,Laterite,287.08,373109,3.19
2009,Andhra Pradesh,District_78,Cauvery Delta Zone,Wheat,Rabi,33698,397.61,81.3,Red,278.46,144928,4.3
2018,Rajasthan,District_7,Northern Hill Zone,Wheat,Zaid,25180,1811.02,30.59,Sandy,212.16,73761,2.93
2004,Bihar,District_95,Eastern Plateau and Hills,Sugarcane,Kharif,5717,493.6,31.29,Black,265.13,17617,3.08
2017,Bihar,District_6,Upper Gangetic Plains,Rice,Zaid,90634,1441.45,60.17,Red,75.97,337082,3.72
2002,Gujarat,District_87,Central Plateau and Hills,Wheat,Rabi,131748,781.47,83.01,Alluvial,93.85,416758,3.16
2003,Gujarat,District_54,Cauvery Delta Zone,Cotton,Kharif,47386,478.59,73.19,Clay,298.76,133283,2.81
2003,Punjab,District_83,Northern Hill Zone,Rice,Kharif,132722,1733.1,83.43,Laterite,244.44,466169,3.51
2010,Karnataka,District_85,Northern Hill Zone,Rice,Kharif,15789,1026.35,49.02,Black,177.8,62017,3.93
2008,Punjab,District_19,Upper Gangetic Plains,Maize,Kharif,131957,1353.49,22.73,Alluvial,157.45,266214,2.02
2000,Andhra Pradesh,District_47,Western Plateau,Wheat,Rabi,112887,1499.69,29.13,Black,52.8,360154,3.19
2015,Uttar Pradesh,District_19,Northern Hill Zone,Rice,Zaid,74053,1239.19,43.26,Clay,160.66,170531,2.3
2008,Andhra Pradesh,District_34,Eastern Plateau and Hills,Cotton,Kharif,40545,1624.77,93.6,Sandy,195.85,65847,1.62
2010,Karnataka,District_43,Trans-Gangetic Plains,Sugarcane,Kharif,36470,1150.2,78.72,Sandy,109.12,138209,3.79
2005,Andhra Pradesh,District_13,Central Plateau and Hills,Sugarcane,Kharif,115523,1007.15,68.18,Sandy,294.53,459188,3.97
2016,Bihar,District_36,Lower Gangetic Plains,Rice,Rabi,129379,1578.06,92.08,Laterite,230.92,464115,3.59
2011,Andhra Pradesh,District_25,Eastern Plateau and Hills,Sugarcane,Rabi,36340,656.04,20.31,Laterite,98.64,124328,3.42
2007,Uttar Pradesh,District_97,Lower Gangetic Plains,Maize,Zaid,48631,1901.76,61.59,Red,158.03,185389,3.81
2015,Maharashtra,District_56,Western Plateau,Sugarcane,Zaid,66372,809.6,76.19,Sandy,121.43,228879,3.45
2004,Maharashtra,District_21,Eastern Plateau and Hills,Sugarcane,Kharif,107342,365.89,22.18,Red,173.3,268118,2.5
2020,Karnataka,District_34,Trans-Gangetic Plains,Sugarcane,Rabi,20811,1222.47,78,Black,224.21,67572,3.25
2000,Tamil Nadu,District_25,Western Dry Region,Cotton,Kharif,38240,812.58,72.7,Clay,227.54,142692,3.73
2016,Bihar,District_82,Cauvery Delta Zone,Maize,Rabi,119805,569.4,68.8,Clay,255.18,520741,4.35
2020,Andhra Pradesh,District_11,Western Dry Region,Maize,Rabi,129945,1631.09,96.84,Red,146.18,343129,2.64
2007,Andhra Pradesh,District_19,Central Plateau and Hills,Sugarcane,Zaid,134095,1303.44,34.55,Clay,51.96,302619,2.26
2009,Karnataka,District_49,Cauvery Delta Zone,Rice,Zaid,21497,1307.32,97.76,Sandy,128.97,93706,4.36
2017,Karnataka,District_49,Central Plateau and Hills,Cotton,Rabi,26159,1177.04,93.48,Laterite,82.36,106868,4.09
2014,Punjab,District_34,Northern Hill Zone,Rice,Kharif,119714,1396.75,84.08,Black,224.88,308988,2.58
2019,Gujarat,District_2,Upper Gangetic Plains,Wheat,Rabi,24586,1867.89,93.55,Red,274.25,44679,1.82
2012,Punjab,District_30,Trans-Gangetic Plains,Cotton,Rabi,129918,861.4,97.14,Clay,227.93,484460,3.73
2009,Andhra Pradesh,District_38,Upper Gangetic Plains,Sugarcane,Rabi,129547,1380.25,64.22,Red,286.41,395376,3.05
2008,Maharashtra,District_15,Western Dry Region,Cotton,Zaid,42214,1631.57,53.62,Laterite,261.94,88557,2.1
2012,Punjab,District_75,Lower Gangetic Plains,Cotton,Rabi,118538,645.53,44.76,Laterite,108.03,285753,2.41
2002,Karnataka,District_88,Lower Gangetic Plains,Rice,Rabi,70366,1548.28,38.02,Clay,196.67,209899,2.98
2002,Gujarat,District_60,Western Plateau,Wheat,Zaid,129616,948.82,60.39,Laterite,204.04,569273,4.39
2000,Tamil Nadu,District_4,Western Plateau,Cotton,Zaid,132844,1730.24,82.45,Laterite,225.59,365227,2.75
2001,Gujarat,District_83,Western Plateau,Wheat,Rabi,34089,801.65,50.13,Laterite,125.06,102454,3.01
2010,West Bengal,District_93,Eastern Plateau and Hills,Wheat,Rabi,24473,1477.97,85.84,Alluvial,233.73,60334,2.47
2013,Gujarat,District_14,Northern Hill Zone,Rice,Kharif,110950,1168.07,59.81,Alluvial,70.92,191311,1.72
2009,Rajasthan,District_81,Western Plateau,Rice,Zaid,76480,1574.21,39.51,Laterite,58.28,325798,4.26
2006,Gujarat,District_8,East Coast Plains & Hills,Sugarcane,Rabi,98907,1681.18,69.15,Sandy,72.61,429853,4.35
2000,Tamil Nadu,District_77,East Coast Plains & Hills,Sugarcane,Zaid,101399,506.42,94.73,Red,186.59,441858,4.36
2006,Tamil Nadu,District_87,Lower Gangetic Plains,Cotton,Zaid,95744,746.59,33.26,Alluvial,270.34,235299,2.46
2014,Gujarat,District_93,Western Plateau,Sugarcane,Zaid,132631,737.25,60.65,Alluvial,191.45,405458,3.06
2010,Maharashtra,District_11,East Coast Plains & Hills,Rice,Rabi,17538,376.94,25.62,Black,116.99,65270,3.72
2005,Uttar Pradesh,District_80,Eastern Plateau and Hills,Sugarcane,Kharif,34879,1928.74,81.41,Alluvial,105.16,133144,3.82
2006,Gujarat,District_50,East Coast Plains & Hills,Sugarcane,Zaid,141251,1248.3,90.11,Red,181.51,437611,3.1
2006,Tamil Nadu,District_87,Western Plateau,Sugarcane,Rabi,46844,675.02,34.73,Laterite,206,155531,3.32
2000,Tamil Nadu,District_76,Eastern Plateau and Hills,Wheat,Rabi,53016,1261.13,31.25,Black,111.41,93489,1.76
2009,Andhra Pradesh,District_38,Western Plateau,Sugarcane,Kharif,41025,1709.19,22.64,Sandy,216.93,72060,1.76
2020,Punjab,District_24,East Coast Plains & Hills,Rice,Zaid,14812,571.23,78.48,Laterite,145.53,49832,3.36
2014,Maharashtra,District_95,Cauvery Delta Zone,Wheat,Zaid,102534,1402.27,23.37,Black,54.76,191761,1.87
2007,Rajasthan,District_38,Central Plateau and Hills,Sugarcane,Kharif,75672,554,97.7,Alluvial,50.56,267400,3.53
2018,Uttar Pradesh,District_100,Western Dry Region,Sugarcane,Zaid,40531,1745.57,39.48,Sandy,105.91,169618,4.18
2002,West Bengal,District_62,Western Dry Region,Rice,Zaid,69078,707.32,67.64,Sandy,76.3,281730,4.08
2014,Maharashtra,District_56,Eastern Plateau and Hills,Cotton,Rabi,24544,1328.9,72.84,Clay,226.49,77038,3.14
2003,Andhra Pradesh,District_65,Cauvery Delta Zone,Rice,Rabi,86059,330.11,32.57,Black,232.21,188313,2.19
2005,West Bengal,District_90,Trans-Gangetic Plains,Maize,Rabi,99295,301.99,32.46,Sandy,171.62,175454,1.77
2009,Gujarat,District_17,Lower Gangetic Plains,Rice,Rabi,57177,1458.71,21.24,Red,188.08,253421,4.43
2017,Gujarat,District_100,Cauvery Delta Zone,Cotton,Rabi,71718,395.99,80.19,Red,59.38,263524,3.67
2015,Andhra Pradesh,District_17,Western Plateau,Rice,Kharif,138282,660.39,30.33,Red,86.72,489350,3.54
2017,Tamil Nadu,District_27,Central Plateau and Hills,Wheat,Rabi,125228,1896.65,44.19,Black,69.33,550343,4.39
2005,Maharashtra,District_89,Cauvery Delta Zone,Wheat,Rabi,101237,1397.81,61.12,Alluvial,210.73,335202,3.31
2018,Uttar Pradesh,District_94,Eastern Plateau and Hills,Rice,Kharif,137480,745.24,81.04,Sandy,216.19,537541,3.91
2016,Karnataka,District_25,Western Dry Region,Wheat,Kharif,67871,1441.48,41.76,Laterite,284.86,195281,2.88
2017,Punjab,District_96,East Coast Plains & Hills,Cotton,Kharif,90143,1988.73,80.03,Sandy,245.9,301068,3.34
2012,Andhra Pradesh,District_76,Western Plateau,Maize,Zaid,99316,1041.13,49.83,Clay,94.2,312862,3.15
2006,West Bengal,District_49,Central Plateau and Hills,Maize,Zaid,145087,1166.9,73.07,Sandy,83,321568,2.22
2019,Uttar Pradesh,District_58,East Coast Plains & Hills,Cotton,Kharif,39127,1208.48,52.89,Laterite,141.68,90231,2.31
2011,Karnataka,District_85,Upper Gangetic Plains,Sugarcane,Rabi,125832,573.14,90.71,Sandy,145.85,288762,2.29
2001,Andhra Pradesh,District_98,Cauvery Delta Zone,Sugarcane,Rabi,58110,1207.17,46.18,Black,127.1,90203,1.55
2011,Maharashtra,District_1,Upper Gangetic Plains,Maize,Kharif,40309,1371.05,77.43,Black,67.93,171585,4.26
2011,Uttar Pradesh,District_13,Upper Gangetic Plains,Wheat,Zaid,102964,1132.53,67.83,Sandy,284.53,294121,2.86
2003,Punjab,District_53,East Coast Plains & Hills,Wheat,Rabi,134975,1083.48,85.21,Sandy,184.59,350104,2.59
2003,Maharashtra,District_21,Northern Hill Zone,Sugarcane,Rabi,80990,673.98,91.35,Red,197.18,147585,1.82
2017,Rajasthan,District_1,East Coast Plains & Hills,Maize,Kharif,18084,1287.84,93.51,Clay,100.5,34843,1.93
2015,West Bengal,District_77,Eastern Plateau and Hills,Rice,Zaid,77571,1232.01,70.88,Clay,291.81,205710,2.65
2013,Karnataka,District_31,Upper Gangetic Plains,Rice,Zaid,65581,1880.1,44.87,Sandy,61.43,225279,3.44
2016,Punjab,District_61,Cauvery Delta Zone,Wheat,Rabi,92135,924.03,25.49,Sandy,298.61,410784,4.46
2016,Punjab,District_87,Trans-Gangetic Plains,Cotton,Kharif,130311,1491.54,37.56,Clay,208.55,202037,1.55
2002,Maharashtra,District_3,Cauvery Delta Zone,Sugarcane,Rabi,44119,1631.75,33.25,Red,257.55,84334,1.91
2005,Andhra Pradesh,District_75,Cauvery Delta Zone,Wheat,Rabi,51417,1646.31,36.03,Sandy,290.53,153179,2.98
2012,Andhra Pradesh,District_29,Central Plateau and Hills,Cotton,Kharif,62485,1261.3,94.83,Red,137.53,209911,3.36
2008,Punjab,District_48,Northern Hill Zone,Cotton,Zaid,137240,1361.73,59.67,Sandy,242.68,560394,4.08
2020,Uttar Pradesh,District_82,Lower Gangetic Plains,Sugarcane,Kharif,114787,1662.39,54.55,Red,115.23,488626,4.26
2008,Karnataka,District_62,Trans-Gangetic Plains,Cotton,Zaid,126683,349.27,38.16,Black,235.93,500242,3.95
2007,Tamil Nadu,District_25,Lower Gangetic Plains,Cotton,Kharif,92803,665.46,59.93,Laterite,68.46,259219,2.79
2016,Uttar Pradesh,District_34,Eastern Plateau and Hills,Sugarcane,Kharif,90821,1192.51,99.02,Laterite,288.37,174348,1.92
2015,Gujarat,District_18,Trans-Gangetic Plains,Maize,Zaid,63088,1541.08,36.77,Red,294.78,101601,1.61
2015,Gujarat,District_65,Upper Gangetic Plains,Rice,Kharif,126094,606.63,42.84,Clay,109.74,431779,3.42
2018,West Bengal,District_28,Cauvery Delta Zone,Maize,Kharif,62285,1777.44,81.11,Black,133.41,279674,4.49
2015,Gujarat,District_4,East Coast Plains & Hills,Rice,Zaid,35852,1172.73,94.3,Sandy,202.89,117352,3.27
2013,Bihar,District_21,Cauvery Delta Zone,Rice,Kharif,92934,943.5,62.04,Black,198.7,191748,2.06
2019,Tamil Nadu,District_70,Trans-Gangetic Plains,Sugarcane,Kharif,11940,557.97,81.84,Red,178.18,42085,3.52
2013,Andhra Pradesh,District_21,Cauvery Delta Zone,Maize,Zaid,120595,1251.99,21.29,Black,101.38,292617,2.43
2013,West Bengal,District_94,Northern Hill Zone,Sugarcane,Zaid,66065,1640.1,71.26,Sandy,234.28,175375,2.65
2013,Tamil Nadu,District_20,Upper Gangetic Plains,Maize,Rabi,108729,832.17,23.41,Laterite,101.03,456325,4.2
2011,Bihar,District_41,Lower Gangetic Plains,Cotton,Zaid,121483,1143.97,99.2,Laterite,279.35,537249,4.42
2005,Rajasthan,District_96,Cauvery Delta Zone,Wheat,Kharif,102701,600.64,64.14,Black,267.67,439753,4.28
2019,West Bengal,District_53,Upper Gangetic Plains,Maize,Zaid,148445,741.76,32.89,Black,245.42,226939,1.53
2012,Tamil Nadu,District_62,Eastern Plateau and Hills,Maize,Zaid,91634,1475.17,88.98,Clay,239.64,282762,3.09
2015,Rajasthan,District_31,Lower Gangetic Plains,Cotton,Kharif,146975,1942.94,77.32,Clay,119.37,614113,4.18
2008,Rajasthan,District_100,East Coast Plains & Hills,Cotton,Zaid,76971,1341.19,46.92,Alluvial,218.86,128145,1.66
2001,Gujarat,District_25,Northern Hill Zone,Rice,Kharif,28473,1373.49,23.52,Laterite,143.56,95133,3.34
2002,Rajasthan,District_69,Western Plateau,Wheat,Rabi,75435,1797.43,71.8,Black,99.41,205584,2.73
2009,Tamil Nadu,District_72,Trans-Gangetic Plains,Wheat,Rabi,88177,608.82,70.87,Red,229.06,157991,1.79
2019,Gujarat,District_17,Trans-Gangetic Plains,Wheat,Kharif,10276,1683.34,45,Clay,152.72,16126,1.57
2001,Bihar,District_79,Central Plateau and Hills,Maize,Rabi,134020,1759.58,71.56,Black,150.27,508559,3.79
2009,Uttar Pradesh,District_20,East Coast Plains & Hills,Maize,Zaid,61912,1479.17,33.56,Black,288.69,210628,3.4
2007,Uttar Pradesh,District_45,Trans-Gangetic Plains,Sugarcane,Kharif,111348,360.03,93.91,Alluvial,298.53,270301,2.43
2016,Bihar,District_93,Northern Hill Zone,Rice,Rabi,140331,1874.09,49.25,Red,105.81,377040,2.69
2000,Andhra Pradesh,District_100,Cauvery Delta Zone,Cotton,Zaid,128723,1308.06,32.33,Alluvial,187.78,288130,2.24
2005,Rajasthan,District_50,Trans-Gangetic Plains,Cotton,Zaid,48795,676.91,89.19,Red,191.37,104861,2.15
2006,Bihar,District_51,Trans-Gangetic Plains,Cotton,Rabi,69033,1127.5,50.93,Laterite,73.43,259892,3.76
2014,Bihar,District_92,Western Plateau,Sugarcane,Zaid,5503,1265.98,74.31,Laterite,141.07,20080,3.65
2017,Punjab,District_72,Northern Hill Zone,Sugarcane,Rabi,117547,436.06,69.42,Sandy,116.1,424331,3.61
2008,West Bengal,District_78,Trans-Gangetic Plains,Maize,Zaid,26721,1308.05,33.54,Clay,281.36,104723,3.92
2007,Punjab,District_33,Upper Gangetic Plains,Sugarcane,Zaid,54707,1354.23,53.2,Red,275.78,84891,1.55
2009,Andhra Pradesh,District_98,Eastern Plateau and Hills,Sugarcane,Zaid,140226,1652.41,86.29,Black,147.37,220328,1.57
2003,Rajasthan,District_29,Lower Gangetic Plains,Cotton,Kharif,118630,1868.1,35.44,Laterite,86.4,212712,1.79
2019,Uttar Pradesh,District_22,Northern Hill Zone,Sugarcane,Zaid,63277,1085.63,59.72,Laterite,87.49,193246,3.05
2007,Tamil Nadu,District_67,Lower Gangetic Plains,Rice,Kharif,68440,775.19,61.96,Laterite,283.94,243703,3.56
2000,Andhra Pradesh,District_87,Eastern Plateau and Hills,Sugarcane,Rabi,62453,1455.02,90.69,Black,169.33,261498,4.19
2007,Bihar,District_3,Western Dry Region,Wheat,Rabi,43222,553.52,68.63,Red,99.31,98883,2.29
2011,Rajasthan,District_6,Western Dry Region,Sugarcane,Kharif,79680,467.81,89.34,Sandy,177.01,237218,2.98
2014,Maharashtra,District_40,East Coast Plains & Hills,Maize,Rabi,129865,1630.5,90.27,Black,247.67,553305,4.26
2012,Tamil Nadu,District_87,Northern Hill Zone,Rice,Kharif,99365,1765.59,55.06,Sandy,139.98,287183,2.89
2015,Bihar,District_76,Western Plateau,Sugarcane,Kharif,85240,1683.48,27.21,Red,232.2,344952,4.05
2017,Rajasthan,District_69,Cauvery Delta Zone,Maize,Zaid,23257,1811.67,91.25,Laterite,102.03,85088,3.66
2000,Bihar,District_5,Northern Hill Zone,Rice,Kharif,41902,770.91,34.41,Red,179.5,118159,2.82
2016,Andhra Pradesh,District_3,Upper Gangetic Plains,Sugarcane,Kharif,108846,1367.39,63.4,Clay,255.4,341878,3.14
2015,West Bengal,District_4,Northern Hill Zone,Rice,Rabi,144592,1339.93,30.17,Red,224.96,431305,2.98
2004,Andhra Pradesh,District_63,Western Plateau,Wheat,Rabi,88255,375.41,96.89,Clay,185.44,259755,2.94
2019,West Bengal,District_88,Northern Hill Zone,Cotton,Zaid,34975,343.42,20.99,Red,241.03,133123,3.81
2020,Tamil Nadu,District_5,Trans-Gangetic Plains,Sugarcane,Zaid,122295,1788.82,46.32,Black,55.52,501285,4.1
2009,Punjab,District_61,Northern Hill Zone,Rice,Rabi,80316,330.09,98.59,Laterite,242.72,195312,2.43
2005,Andhra Pradesh,District_95,East Coast Plains & Hills,Maize,Zaid,57644,1540.94,34.2,Black,223.75,175657,3.05
2011,Rajasthan,District_57,Trans-Gangetic Plains,Wheat,Zaid,90233,1030.13,77.36,Sandy,101.04,348824,3.87
2009,Gujarat,District_99,Upper Gangetic Plains,Cotton,Zaid,129971,367.05,70.75,Sandy,124.25,348182,2.68
2016,Maharashtra,District_42,Western Plateau,Maize,Rabi,63276,1746.54,20.96,Alluvial,161.98,103210,1.63
2001,Bihar,District_83,Upper Gangetic Plains,Wheat,Zaid,108219,962.42,90.72,Laterite,221.34,486144,4.49
2018,Rajasthan,District_56,Lower Gangetic Plains,Sugarcane,Kharif,25989,1550.18,21.83,Laterite,262.58,100248,3.86
2019,Uttar Pradesh,District_72,Western Plateau,Maize,Rabi,49502,1151.61,76.74,Sandy,276.26,147185,2.97
2005,Andhra Pradesh,District_28,East Coast Plains & Hills,Rice,Kharif,18834,1777.84,56.07,Black,297.71,47879,2.54
2012,Tamil Nadu,District_55,Trans-Gangetic Plains,Wheat,Rabi,102333,1153.74,25.23,Red,96.88,459369,4.49
2008,Uttar Pradesh,District_38,Central Plateau and Hills,Wheat,Zaid,102884,1583.68,57.7,Black,120.92,275658,2.68
2011,Punjab,District_23,Upper Gangetic Plains,Sugarcane,Kharif,111826,1320.07,74,Laterite,287.55,473129,4.23
2017,Gujarat,District_7,Central Plateau and Hills,Wheat,Rabi,73810,1628.49,24.56,Clay,249.48,279172,3.78
2007,Uttar Pradesh,District_38,Western Plateau,Cotton,Rabi,82279,485.31,92.72,Red,92.65,267255,3.25
2017,West Bengal,District_77,Western Dry Region,Rice,Kharif,88047,902.27,46.32,Red,99.11,336603,3.82
2001,Punjab,District_57,Central Plateau and Hills,Sugarcane,Rabi,33207,924.06,35.74,Alluvial,74.26,54783,1.65
2007,Tamil Nadu,District_85,East Coast Plains & Hills,Cotton,Kharif,19767,490.21,87.42,Clay,97.19,78209,3.96
2009,Uttar Pradesh,District_37,Western Plateau,Sugarcane,Rabi,18105,1822.89,53.09,Clay,135.61,33370,1.84
2008,Tamil Nadu,District_6,Northern Hill Zone,Sugarcane,Kharif,109817,752.4,88.75,Sandy,228.53,399013,3.63
